latitude,longitude,elevation,plate,temperature,precipitation
#degrees,degrees,meters,id,celcius,millimeters/year
58.282523282095724,-180.00000500895632,-2794.156494140625,0,-273.15,1428.4322509765625
58.282523282095724,0,3278.726806640625,0,-273.15,1428.4322509765625
-58.282523282095724,-180.00000500895632,-670.1770629882812,0,-273.15,1428.4322509765625
-58.282523282095724,0,-715.0249633789062,0,-273.15,1428.4322509765625
-31.717472392193272,-90.00000250447816,-2793.96533203125,0,-273.15,367.45489501953125
31.717472392193272,-90.00000250447816,-2794.331787109375,0,-273.15,367.45489501953125
-31.717472392193272,90.00000250447816,-509.4590148925781,0,-273.15,367.45489501953125
31.717472392193272,90.00000250447816,827.9491577148438,0,-273.15,367.45489501953125
0,31.717472392193272,-2793.75,0,-273.15,3792.05078125
0,-31.717472392193272,-2794.03857421875,0,-273.15,3792.05078125
0,148.28253261676306,-2794.021728515625,0,-273.15,3792.05078125
0,-148.28253261676306,-2649.621337890625,0,-273.15,3792.05078125
57.62599866888493,-179.11339181317533,-2794.156494140625,0,-273.15,1471.8135986328125
56.95206731857436,-178.2439770337244,-2794.1591796875,0,-273.15,1513.5059814453125
56.260787287771954,-177.39167870833353,-2794.174560546875,0,-273.15,1552.9952392578125
55.552243953842336,-176.55634657284097,-2794.174560546875,0,-273.15,1589.731689453125
54.82654659981224,-175.73781670270662,-2794.174560546875,0,-273.15,1623.1356201171875
54.08382499927588,-174.93592517339047,-2652.344482421875,0,-273.15,1652.6038818359375
53.3242533220571,-174.15048073959568,-1737.9144287109375,0,-273.15,1677.516357421875
52.54801256816891,-173.38123751451215,-2693.931640625,0,-273.15,1697.246826171875
51.75533496404308,-172.62800425284314,-2693.931640625,0,-273.15,1711.17333984375
50.94646639648973,-171.89050774702184,-2766.37890625,0,-273.15,1718.691162109375
50.1216971485486,-171.1685157706165,-2743.447265625,0,-273.15,1719.2271728515625
49.28134482401608,-170.4617687764386,-2766.999267578125,0,-273.15,1712.2552490234375
48.42577142291819,-169.76999355692135,-1875.439453125,0,-273.15,1697.3138427734375
47.555359435848445,-169.09290324411964,-1607.998046875,0,-273.15,1674.022705078125
46.67053574962997,-168.43022463046668,359.1318054199219,0,-273.15,1642.1011962890625
45.77176140203175,-167.7816845083956,788.7936401367188,0,-273.15,1601.3863525390625
44.8595315817686,-167.14698234958303,356.9164733886719,0,-273.15,1551.849609375
43.93437562850121,-166.52583128608373,375.3332214355469,0,-273.15,1493.6124267578125
42.996867278119836,-165.91795811033091,1240.052001953125,0,-273.15,1426.960693359375
42.04760417217688,-165.32306229400115,1424.434814453125,0,-273.15,1352.3546142578125
41.08722834845432,-164.74085696914926,589.0682983398438,0,-273.15,1270.437255859375
40.11640233530163,-164.17106892820846,-2034.54638671875,0,-273.15,1182.0364990234375
39.13582964220333,-163.61338398247693,-2551.795166015625,0,-273.15,1088.165771484375
38.14623768430604,-163.06755624514452,-1867.3839111328125,0,-273.15,990.0161743164062
37.14838119751302,-162.53329884826613,-2304.842529296875,0,-273.15,888.9454956054688
36.14303540829509,-162.0103249238966,449.2404479980469,0,-273.15,786.461181640625
35.13101993935264,-161.49837492484747,-458.5642395019531,0,-273.15,684.2003784179688
34.113144168102316,-160.99718930393027,173.0045928955078,0,-273.15,583.8975219726562
33.09024820781204,-160.5064948535782,152.7829132080078,0,-273.15,487.357421875
32.06318241703347,-160.02603202660282,-496.1660461425781,0,-273.15,396.4180908203125
31.03281081469661,-159.55556859657236,464.4020690917969,0,-273.15,312.91339111328125
30.000000834826057,-159.0948450162983,371.7131042480469,0,-273.15,238.6328582763672
28.9656199114464,-158.64361539897058,1448.428466796875,0,-273.15,175.28187561035156
27.930532063487647,-158.2016475181574,2242.207275390625,0,-273.15,124.44283294677734
26.89560643252168,-157.76870914742696,3080.220947265625,0,-273.15,87.53874206542969
25.861693377100174,-157.34458172072587,3781.666748046875,0,-273.15,65.79886627197266
24.829636425585612,-156.9290330116223,4461.8583984375,0,-273.15,60.230464935302734
23.800262030867575,-156.52185811444113,5402.40185546875,0,-273.15,71.59504699707031
22.774381277910003,-156.122838463129,6006.19873046875,0,-273.15,100.3909683227539
21.752776223372855,-155.7317828123891,6264.98583984375,0,-273.15,146.84307861328125
20.73620843334859,-155.34847259616797,6186.62255859375,0,-273.15,210.89874267578125
19.72541215317299,-154.97271656916888,5706.47021484375,0,-273.15,292.2309875488281
18.721092599877853,-154.60433714647343,4266.9541015625,0,-273.15,390.248046875
17.72392596219101,-154.24312942240647,1265.076416015625,0,-273.15,504.10894775390625
16.734547447705275,-153.88892947242795,-1189.1297607421875,0,-273.15,632.7457885742188
15.753559820614901,-153.54155971161944,-2763.7294921875,0,-273.15,774.8886108398438
14.781538524357462,-153.20084255506254,-2790.20068359375,0,-273.15,929.0931396484375
13.819009483499048,-152.86662773859547,-2793.834228515625,0,-273.15,1093.776123046875
12.86646703298084,-152.5387240169215,-2793.792236328125,0,-273.15,1267.2459716796875
11.924368795477225,-152.21700844663556,-2793.813232421875,0,-273.15,1447.7366943359375
10.993130558753931,-151.90130344281923,-2793.833984375,0,-273.15,1633.44287109375
10.073133959630832,-151.5914724016891,-2793.8505859375,0,-273.15,1822.5499267578125
9.164721361340076,-151.28736505908344,-2793.865478515625,0,-273.15,2013.265380859375
8.268199268620664,-150.98884481121888,-2793.865478515625,0,-273.15,2203.845703125
7.383836620171168,-150.69576139393362,-2793.8701171875,0,-273.15,2392.620849609375
6.51186863063113,-150.408005524201,-2769.8330078125,0,-273.15,2578.015625
5.652496790581064,-150.12542693785923,-2793.89404296875,0,-273.15,2758.56591796875
4.805890574089752,-149.8479163518816,-2783.6845703125,0,-273.15,2932.933349609375
3.9721853042801256,-149.57535082286307,-2776.8857421875,0,-273.15,3099.91552734375
3.151490477622315,-149.30759374702023,-2789.474365234375,0,-273.15,3258.452392578125
2.343884641291776,-149.0445495017047,-2755.387451171875,0,-273.15,3407.629638671875
1.54941987548093,-148.78609514351143,-2755.387451171875,0,-273.15,3546.679931640625
0.7681238744724274,-148.53212138941367,-2649.621337890625,0,-273.15,3674.98095703125
58.523704091878045,-178.52879592211391,-2794.171875,0,-273.15,1411.863525390625
0.47471789083145577,-147.62910207924628,-2793.93359375,0,-273.15,3720.807373046875
57.853293704084614,-177.64346680189686,-2794.171875,0,-273.15,1457.08984375
57.1652716735163,-176.77627866411538,-2794.16357421875,0,-273.15,1500.64404296875
56.45971313225399,-175.92704026347266,-2794.174560546875,0,-273.15,1541.9884033203125
55.73672053313521,-175.09557401505035,-2794.174560546875,0,-273.15,1580.547607421875
54.99641681956504,-174.28166135279494,-2736.157470703125,0,-273.15,1615.7147216796875
54.23895908589438,-173.48508371065304,-2706.928466796875,0,-273.15,1646.857177734375
53.46453174723083,-172.70556788105782,-2740.802978515625,0,-273.15,1673.325439453125
52.673332879060304,-171.9428816375775,-2740.802978515625,0,-273.15,1694.4637451171875
51.86561519838211,-171.1967107915103,-2793.79296875,0,-273.15,1709.620361328125
51.04164849766845,-170.4667957956677,-2724.741455078125,0,-273.15,1718.163330078125
50.201736720337394,-169.7528361217263,-2787.691162109375,0,-273.15,1719.494140625
49.3462316211312,-169.05451758098417,-2520.72607421875,0,-273.15,1713.0654296875
48.47550544535964,-168.37155330549626,-2320.157470703125,0,-273.15,1698.39892578125
47.58996458927832,-167.70361544618237,-2021.0142822265625,0,-273.15,1675.103271484375
46.690066675561624,-167.0503898143407,254.8717803955078,0,-273.15,1642.8941650390625
45.776296647640635,-166.4115622212694,836.6264038085938,0,-273.15,1601.6123046875
44.84917018479769,-165.78680481788834,282.0158386230469,0,-273.15,1551.2410888671875
43.909247362544725,-165.17581707587402,27.373735427856445,0,-273.15,1491.92333984375
42.95712240733953,-164.57828480652464,-2005.1168212890625,0,-273.15,1423.975341796875
41.99343052677492,-163.99388016076,-1906.489501953125,0,-273.15,1347.8975830078125
41.01882058882205,-163.42230261025665,-2258.51953125,0,-273.15,1264.380126953125
40.034002933154596,-162.8632516266911,-2224.849365234375,0,-273.15,1174.3092041015625
39.0396947296354,-162.3163993609832,-2662.26318359375,0,-273.15,1078.760498046875
38.03665412926235,-161.7814589451878,-2538.103515625,0,-273.15,978.994140625
37.025663188695404,-161.25814351135978,-853.6455688476562,0,-273.15,876.4404907226562
36.00752104006745,-160.74616619155395,-651.3679809570312,0,-273.15,772.6802978515625
34.98306096645724,-160.24521279706855,-856.2006225585938,0,-273.15,669.422119140625
33.95312649622726,-159.7550374410934,-353.3706359863281,0,-273.15,568.4705810546875
32.91857481811835,-159.2753532556834,-475.6648254394531,0,-273.15,471.6929626464844
31.880283611438866,-158.80588703327174,-2776.18798828125,0,-273.15,380.982421875
30.83912372530797,-158.34639288704832,371.7131042480469,0,-273.15,298.21575927734375
29.795983084317776,-157.89658394906795,766.1002807617188,0,-273.15,225.21420288085938
28.751749613060376,-157.45624165327723,2210.618896484375,0,-273.15,163.70091247558594
27.707295868202245,-157.02510645248768,2952.902587890625,0,-273.15,115.26020050048828
26.663501236599018,-156.6029324598892,3936.010009765625,0,-273.15,81.30181121826172
25.62122802963341,-156.18951476980666,4275.82861328125,0,-273.15,63.02626037597656
24.581321483215216,-155.78459383505162,4752.36328125,0,-273.15,61.397037506103516
23.544618295517754,-155.387964749949,5554.50634765625,0,-273.15,77.11819458007812
22.511924428863093,-154.9994089484453,5883.72216796875,0,-273.15,110.61865997314453
21.48402706255307,-154.61872152486546,6040.88916015625,0,-273.15,162.04359436035156
20.461687762680146,-154.2456975735344,5557.18701171875,0,-273.15,231.2528839111328
19.445633944390927,-153.88014584915533,5034.11083984375,0,-273.15,317.82720947265625
18.436565702075338,-153.5218477856748,3484.784912109375,0,-273.15,421.0798645019531
17.435145564082873,-153.17063945855273,519.3380737304688,0,-273.15,540.075927734375
16.442007030459045,-152.82632962249238,-2538.942626953125,0,-273.15,673.65478515625
15.457742620114358,-152.48875435295366,-2793.877197265625,0,-273.15,820.45947265625
14.482907285918872,-152.15772240463983,-2794.016845703125,0,-273.15,978.9676513671875
13.518020122249512,-151.83306985301078,-2793.792236328125,0,-273.15,1147.5244140625
12.563559242348175,-151.5146464339048,-2793.813232421875,0,-273.15,1324.3780517578125
11.619964339642681,-151.20227456240343,-2793.833984375,0,-273.15,1507.7144775390625
10.687636687746771,-150.8958176347233,-2793.84326171875,0,-273.15,1695.690673828125
9.766939994233747,-150.59512538670265,-2777.225830078125,0,-273.15,1886.4674072265625
8.858198693089182,-150.30004755417977,-2793.878173828125,0,-273.15,2078.239013671875
7.961699652258219,-150.01044753337123,-2793.878173828125,0,-273.15,2269.2607421875
7.077696442513796,-149.72618872049364,-2793.88427734375,0,-273.15,2457.87109375
6.206404214814765,-149.44712085138525,-2793.89404296875,0,-273.15,2642.513427734375
5.348005676721426,-149.17313464301935,-2771.140625,0,-273.15,2821.751220703125
4.502651946169165,-148.9041071519909,-2791.156005859375,0,-273.15,2994.280517578125
3.670461697694812,-148.63990177451646,-2793.917724609375,0,-273.15,3158.939208984375
2.8515239372009873,-148.38042288794767,-2793.921630859375,0,-273.15,3314.712646484375
2.0459016304941025,-148.12553388850114,-2793.921630859375,0,-273.15,3460.735107421875
1.2536292486851248,-147.87512549315014,-2792.85400390625,0,-273.15,3596.290283203125
